;authors;df_2010;df_2011;df_2012;df_2013;df_2014;df_2015;df_2016;df_2017;df_2018;df_2019;df_2020;total;min;std;mean;max
4974;umeshita k;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
4975;yuzawa k;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
4976;egawa h;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
4977;kimura h;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
4978;noma s;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
4979;katsuragawa s;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
4980;kawasaki h;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
4981;tsutsui j;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
4982;schnulle p;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
4983;benck u;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
4984;mccurdy c;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
4985;magill-evans j;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
4986;timsit mo;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
4987;nicholas d;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
4988;torrabadella m;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
4989;styczynski j;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
4990;ball lm;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
4991;worel n;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
4992;bitan m;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
4993;isa nm;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
4994;vesconi s;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
4995;riccioni l;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
4996;geraci p;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
4997;biancofiore g;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
4998;azzoni g;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
4999;abelli m;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5000;giannini a;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5001;barnes k;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5002;weber j;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5003;fernandez h;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5004;kovacs ah;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5005;kramer bk;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5006;yard ba;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5007;mundt hm;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5008;kim hb;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5009;betjes mg;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
5010;erdman ra;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
5011;rakke ys;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
5012;cleveland jc jr;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
5013;zucker mj;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
5014;vega jd;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
5015;johnson mr;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
5016;webber sa;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
5017;callahan er;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
5018;edwards lb;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
5019;rogers jg;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
5020;meyer dm;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
5021;lamour jm;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
5022;hsu dt;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
5023;spike jp;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
5024;bibler t;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
5025;scheinin sa;0;0;0;0;0;1;0;0;0;0;0;1;0;0.3;0.09;1
5026;persson i;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5027;sutherland ai;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5028;gibney em;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5029;montella s;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5030;haynes k;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5031;helfand l;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5032;oliva m;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5033;daly kp;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5034;kamin ds;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5035;teperman lw;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5036;pressman m;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5037;machado m;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5038;kaufman bj;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5039;meyers c;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5040;lerner h;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5041;rivera je;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5042;goldstein mj;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5043;maikhor s;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5044;gilbert aj;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5045;norman em;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5046;witt v;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5047;seber a;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5048;yabe h;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5049;tveito k;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5050;sert i;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5051;baran m;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5052;tugmen c;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5053;o'connell pj;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5054;altinors n;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5055;yakoub-agha i;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5056;pene f;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5057;jourdain m;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5058;platon l;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5059;jost e;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5060;hichri y;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5061;gandemer v;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5062;dumesnil c;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5063;delage j;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5064;couturier ma;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5065;contentin n;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5066;bourhis jh;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5067;anil ab;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5068;kebapci e;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5069;kilinc s;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5070;osorio e;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5071;robinson a;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5072;freed mc;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5073;castro-henriques a;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5074;almeida m;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5075;pedroso s;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5076;santos j;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5077;martins ls;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5078;mendes c;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5079;aydin g;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5080;dias l;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5081;malheiro j;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5082;tafulo s;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5083;karaca c;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5084;pirim i;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5085;olmez m;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5086;diniz ag;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5087;moreau as;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5088;freedman ra;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5089;peters c;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5090;edwards jh;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5091;huxtable r;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5092;bailey p;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5093;lu gm;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5094;kong x;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5095;chen hj;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5096;milliken cm;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5097;wichmann jl;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5098;schoepf uj;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5099;qi r;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5100;liang x;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5101;wen j;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5102;zhang lj;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5103;king nm;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5104;mcquilling jp;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5105;baker hb;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5106;rocha v;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5107;gluckman e;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5108;bellomo r;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5109;corfee fa;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5110;altawil z;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5111;almeida rf;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5112;battin mp;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5113;bateman s;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5114;hutchison k;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5115;qian yg;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5116;zhang ab;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5117;almeida a;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5118;almeida k;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5119;almeida n;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5120;arawi t;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5121;casper rf;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5122;allan ds;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5123;armson ba;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5124;treister n;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5125;ungvari gs;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5126;meng lr;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5127;xiang yt;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5128;arze s;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5129;calmy a;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5130;de vasconcelos ql;0;0;0;0;1;0;0;0;0;0;0;1;0;0.3;0.09;1
5131;cahn-fuller kl;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5132;brezden-masley c;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5133;daly c;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5134;micic s;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5135;scott al;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5136;huang jw;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5137;acuna sa;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5138;fritz z;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5139;willock l;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5140;gross ja;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5141;mittelman m;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5142;baines l;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5143;weaver j;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5144;de geest s;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5145;calciolari s;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5146;huynh-do u;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5147;hadaya k;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5148;golshayan d;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5149;baxter nn;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5150;cole b;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5151;adams mp;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5152;laing rw;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5153;ter maaten jc;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5154;ligtenberg jjm;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5155;renes mh;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5156;van meurs m;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5157;quinten vm;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5158;park yh;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5159;jeon mk;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5160;afford sc;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5161;cilliers h;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5162;roberts kj;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5163;perera mtpr;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5164;hubscher sg;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5165;boteon yl;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5166;curbishley s;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5167;whilku m;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5168;kirkham a;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5169;mergental h;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5170;dickenmann m;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5171;engberg s;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5172;walston j;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5173;claes v;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5174;smith jm;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5175;bartlett hl;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5176;mukesh n;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5177;huddleston cb;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5178;fiore ac;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5179;schowengerdt k;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5180;iyengar a;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5181;goel an;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5182;volpp k;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5183;troxel a;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5184;zhu j;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5185;trofe-clark j;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5186;deng mc;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5187;raia f;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5188;reece lj;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5189;cicero a;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5190;gazarian a;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5191;kolaitis na;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5192;duffy e;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5193;zhang a;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5194;kubak bm;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5195;mauthner o;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5196;koon ec;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5197;weigt ss;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5198;elashoff d;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5199;belperio ja;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5200;ross dj;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5201;ardehali a;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5202;lynch jp 3rd;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5203;lo m;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5204;shino my;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5205;derhovanessian a;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5206;sayah dm;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5207;nabili v;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5208;hu j;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5209;soriano t;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5210;barba dt;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5211;ichikawa k;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5212;guvercin ch;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5213;van delden c;0;0;0;0;0;0;1;0;0;0;0;1;0;0.3;0.09;1
5214;kavarana mn;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5215;spengler ek;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5216;said a;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5217;te hs;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5218;fleming jn;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5219;grabel l;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5220;levine s;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5221;smith ac;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5222;billany r;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5223;bishop nc;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5224;morris mc;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5225;prager k;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5226;labriola mk;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5227;hardart ge;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5228;carpenter l;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5229;bunn f;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5230;hucker a;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5231;guyatt gh;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5232;rogal ss;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5233;zaidi d;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5234;munir km;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5235;taylor js;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5236;graewe f;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5237;manley p;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5238;pilmore h;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5239;alnasrallah b;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5240;carter bs;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5241;garrett jr;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5242;benghiac ag;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5243;langenbach m;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5244;vitinius f;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5245;ehlers m;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5246;doria c;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5247;paloyo s;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5248;munsie m;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5249;hendl t;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5250;lipworth w;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5251;lysaght t;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5252;lee tl;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5253;hanna s;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5254;boyd g;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5255;masse mh;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5256;hand le;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5257;cramer t;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5258;amygdalos i;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5259;bednarsch j;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5260;ulmer tf;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5261;schoning w;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5262;czigany z;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5263;riella mc;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5264;miller lf;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5265;risberg b;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5266;burke w;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5267;himmelfarb j;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5268;spigner c;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5269;blacksher e;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5270;cavanaugh k;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5271;wilson jg;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5272;fullerton sm;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5273;young ba;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5274;botea f;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5275;fronek j;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5276;kroy d;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5277;douglas c;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5278;kramer a;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5279;kutsogiannis dj;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5280;keenan s;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5281;burns k;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5282;cook dj;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5283;grozovski k;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5284;hoffman a;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
5285;lurje g;0;0;0;0;0;0;0;1;0;0;0;1;0;0.3;0.09;1
